Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2007,Tyler Thigpen,Coastal Carolina (SC),QB,73.88,223,,4.78,,29,105,4.4,7.11
2007,Joe Thomas,Wisconsin,OT,78.63,311,,4.94,28,33,110,4.88,7.95
2007,Marcus Thomas,Florida,DT,74.75,314,,5.18,27,,,,
2007,Lawrence Timmons,Florida State,OLB,72.88,234,,4.67,25,35,123,4.32,6.89
2007,Matt Toeaina,Oregon,DT,74,307,,5.1,26,30.5,106,4.5,7.41
2007,Matt Trannon,Michigan State,WR,78,216,,4.59,13,36.5,118,4.34,7.09
2007,Tank Tyler,North Carolina State,DT,74.25,306,,5.32,42,28.5,97,4.76,7.47
2007,Tony Ugoh,Arkansas,OT,77.25,301,,5.08,32,32.5,117,,
2007,Dane Uperesa,Hawaii,OT,76.38,309,,5.28,28,33,114,4.58,7.66
2007,Chad Upshaw,Buffalo,TE,76.38,252,,4.92,16,33.5,108,4.58,7.23
2007,Elliot Vallejo,UC-Davis,OT,79,327,,5.42,24,26,94,5.14,7.95
2007,Steve Vallos,Wake Forest,OT,74.88,305,,5.12,32,26,106,4.61,7.73
2007,Jonathan Wade,Tennessee,CB,70,195,,4.4,8,40.5,126,4.4,7.07
2007,Darius Walker,Notre Dame,RB,70,206,,4.56,19,40.5,123,4.39,7.18
2007,Mike Walker,Central Florida,WR,73.8,209,,4.4,18,36.5,121,4.39,6.92
2007,D.J. Ware,Illinois,RB,72,225,,4.61,21,35,121,,6.96
2007,Justin Warren,Texas A&M,ILB,74.63,245,,4.92,16,29.5,115,,
2007,Anthony Waters,Clemson,ILB,74.63,245,,4.59,25,,,,
2007,Eric Weddle,Utah,SS,71.25,203,,4.5,11,33.5,113,4.12,6.78
2007,John Wendling,Wyoming,FS,73.25,222,,4.5,22,38.5,129,4.16,6.96
2007,Marvin White,Texas Christian,FS,73.25,199,,4.56,17,33.5,114,,
2007,Chandler Williams,Florida International,WR,70.75,184,,4.46,,32.5,123,4.29,6.99
2007,Chaz Williams,Louisiana-Monroe,CB,71.13,196,,4.75,13,32.5,108,4.22,7.11
2007,Kyle Williams,Southern California,OT,77.88,305,,5.46,27,26,94,4.9,8.17
2007,Paul Williams,Frenso State (CA),WR,73.25,205,,4.49,,38.5,125,4.24,7.03
2007,Patrick Willis,Mississippi,ILB,73.13,242,,4.53,22,39,119,4.46,7.23
2007,C.J. Wilson,Baylor,CB,73.3,195,,4.63,,37.5,127,4.2,6.81
2007,Josh Wilson,Maryland,CB,69.25,189,,4.42,20,36.5,120,4.43,7.07
2007,Julius Wilson,Alabama-Birmingham,OT,76.38,327,,5.46,17,27,103,5,8.33
2007,Garrett Wolfe,Northern Illinois,RB,67.5,186,,4.4,22,35.5,116,4.08,6.69
2007,LaMarr Woodley,Michigan,DE,73.5,266,,4.74,29,38.5,117,4.42,
2007,D'Juan Woods,Oklahoma State,WR,72.5,208,,4.62,,36.5,120,4.34,6.89
2007,Abraham Wright,Colorado,DE,74,242,,4.91,24,31,111,4.46,7.2
2007,Dwayne Wright,Frenso State (CA),RB,71.5,228,,4.69,14,34,115,4.43,7.23
2007,Eric Wright,Nevada Las Vegas,CB,70.63,192,,4.37,16,36.5,123,4.23,6.93
2007,Mansfield Wrotto,Georgia Tech,OG,75,317,,5.41,27,,92,4.92,8.34
2007,DeShawn Wynn,Florida,RB,70.38,232,,4.49,,31.5,115,,
2007,Marshal Yanda,Florida State,OT,75.88,307,,5.15,23,27,101,4.58,7.36
2007,Selvin Young,Texas,RB,71,207,,4.58,,,,,
2007,Jared Zabransky,Boise State,QB,74.13,219,36,4.59,,35.5,111,4.08,6.78
2006,Darrell Adams,Villanova,DE,76.63,277,,5.08,22,27,109,4.76,7.91
2006,Titus Adams,Nebraska,DT,75.38,306,,5.12,15,30.5,103,4.54,7.49
2006,Jahmile Addae,West Virginia,FS,70.25,214,,4.74,,38.5,122,,
2006,Joseph Addai,Louisiana State,RB,71.25,214,,4.43,18,37,125,4.47,7.09
2006,Victor Adeyanju,Indiana,DE,76.25,274,,4.88,22,32,112,4.41,7.37
2006,Jason Allen,Tennessee,FS,72.88,209,,4.41,17,39.5,131,3.81,6.75
2006,Jon Alston,Stanford,OLB,72.75,223,,4.53,30,40,132,4.13,6.9
2006,David Anderson,Colorado State,WR,70.5,192,,4.6,,34,116,4.2,6.88
2006,James Anderson,Virginia Tech,OLB,74.75,229,,4.62,,41,121,4.07,6.67
2006,Mark Anderson,Alabama,DE,76.25,254,,4.65,20,42,127,4.22,6.95
2006,Sir Henry Anderson,Oregon State,DT,75.88,306,,5.23,27,28.5,100,4.55,7.69
2006,Willie Andrews,Baylor,SS,69.38,193,,4.45,7,36.5,124,4.27,6.99
2006,Devin Aromashodu,Auburn,WR,74.5,201,,4.4,,39,120,4.16,7.04
2006,Miles Austin,Monmouth (NJ),WR,74.13,215,,4.5,21,40.5,123,4.14,7.09
2006,Chris Barclay,Wake Forest,RB,68.75,180,,4.44,16,40,120,4.09,6.65
2006,Brett Basanez,Northwestern,QB,73.25,220,,4.79,,34,114,4.22,6.75
2006,Hank Baskett,New Mexico,WR,74.88,224,,4.52,,35,119,4.17,6.79
2006,Eric Bassey,Oklahoma,CB,71.88,195,,4.36,17,37.5,116,3.96,7.05
2006,Danny Baugher,Arizona,P,69.75,194,,,,,,,
2006,Brett Bell,Wisconsin,CB,72.25,190,,,,,,,
2006,Mike Bell,Arizona,RB,72.25,221,,4.62,19,31.5,112,4.21,7.16
2006,Charles Bennett,Clemson,DE,75.63,258,,4.72,19,33.5,115,4.52,7.48
2006,Matt Bernstein,Wisconsin,FB,72.38,260,,4.93,22,29.5,110,4.5,7.46
2006,Antoine Bethea,Howard (DC),FS,71,203,,4.42,19,36.5,127,4.11,6.99
2006,Troy Bienemann,Washington State,TE,76.63,256,,,,,,,
2006,Damarius Bilbo,Georgia Tech,WR,73.88,214,,4.73,19,36.5,115,4.18,6.9
2006,Darnell Bing,Southern California,SS,74,227,,4.52,17,34,120,4.07,7.25
2006,Will Blackmon,Boston College,CB,72.25,198,,4.49,,41,133,4.23,6.67
2006,Jeremy Bloom,Colorado,WR,69,173,,4.52,,,,,
2006,Greg Blue,Georgia,FS,74.25,216,,4.65,16,37.5,120,,
2006,Kevin Boothe,Cornell (NY),OT,76.75,316,,5.44,23,31.5,98,5.07,8.36
2006,Jovon Bouknight,Wyoming,WR,73.38,195,,4.73,,34,120,4.03,6.93
2006,McKinley Boykin,Mississippi,DT,73,289,,5.04,30,30.5,109,4.75,
2006,Trent Bray,Oregon State,ILB,72.63,231,,4.91,18,32,109,4.41,7.15
2006,Darrell Brooks,Arizona,FS,72.38,198,,4.71,7,36.5,125,4.36,6.97
2006,Manaia Brown,Brigham Young,DT,74.88,301,,5.12,21,34.5,111,4.47,7.63
2006,Copeland Bryan,Arizona,DE,75.63,253,,4.94,16,33,117,4.3,7.11
2006,Daniel Bullocks,Nebraska,SS,72.5,212,,4.4,18,38,124,4.16,6.91
2006,Brodrick Bunkley,Florida State,DT,74.75,306,,4.96,44,32.5,113,,
2006,Reggie Bush,Southern California,RB,70.88,201,,4.37,24,40.5,128,,
2006,Rashad Butler,Miami (FL),OT,76.63,293,,5.32,16,28,106,4.55,7.9
2006,Dominique Byrd,Southern California,TE,74.63,255,,4.79,16,36,116,4.44,
2006,Dion Byrum,Ohio,CB,71,192,,,,,,,
2006,Brian Calhoun,Wisconsin,RB,69.25,201,,4.6,18,31.5,124,4.2,7.05
2006,Paul Carrington,Central Florida,DE,78.88,267,,4.65,21,34,122,4.48,7.22
2006,Thomas Carroll,Miami (FL),DE,75.88,239,,4.88,15,33,111,4.24,6.92
2006,Jason Carter,Texas A&M,WR,71.63,211,,4.62,,33,116,4.21,6.89
2006,Chris Chester,Oklahoma,C,75.38,303,,4.91,27,31.5,106,4.5,7.31
2006,John Chick,Utah State,OLB,75.25,265,,4.62,30,36.5,121,4.26,7.07
2006,Jeromey Clary,Kansas State,OT,78.13,309,,5.34,24,26,102,4.63,7.8
2006,Kellen Clemens,Oregon,QB,73.63,224,35,4.89,,,,,
2006,Barry Cofield,Northwestern,DT,76,304,,5,35,34,105,4.35,7.43
2006,Daryn Colledge,Boise State,OT,76.38,299,,5.07,21,32.5,110,4.58,7.43
2006,Willie Colon,Hofstra (NY),OG,75,320,,,,,,,
2006,Marques Colston,Hofstra (NY),WR,76.63,224,,4.54,16,37,123,4.43,6.94
2006,Ryan Cook,New Mexico,OT,78.63,328,,5.49,28,26.5,97,4.66,7.93
2006,Antonio Cromartie,Florida State,CB,74.13,208,,4.5,18,38,132,,
2006,Brodie Croyle,Alabama,QB,74.5,205,24,4.94,,30.5,104,4.25,7.34
2006,Tyrone Culver,Frenso State (CA),FS,72.75,200,,4.62,23,39.5,129,4.35,7.25
2006,Jay Cutler,Vanderbilt,QB,75.25,226,26,4.81,23,,,4.26,7.1
2006,Owen Daniels,Wisconsin,TE,75.38,253,,4.66,23,34.5,114,4.1,6.87
2006,P.J. Daniels,Georgia Tech,RB,70.13,214,,4.66,21,33,116,4.4,7.13
2006,Charles Davis,Purdue,TE,77.5,263,,4.94,27,31.5,108,4.37,7.53
2006,Vernon Davis,Maryland,TE,75.25,254,,4.39,33,42,128,4.17,7
2006,Tim Day,Oregon,TE,75.25,256,,4.76,24,35,109,4.2,7.03
2006,Mike Degory,Florida,C,77.5,305,,5.45,24,26,98,4.67,8.03
2006,Marcus Demps,San Diego State,FS,71.75,198,,4.79,17,31,117,4.09,6.91
2006,Chris Denney,Nebraska-Omaha,WR,75,224,,4.66,13,33,110,4.33,7.02
2006,Will Derting,Washington State,ILB,72.25,247,,,,,,,
2006,Larry Dibbles,Texas,DT,73.75,285,,,,,,,
2006,Tim Dobbins,Iowa State,ILB,73.13,246,,4.61,23,35.5,110,4.39,7.25
2006,Reed Doughty,Northern Colorado,FS,72.5,209,,4.68,15,37,121,4.17,6.66
2006,Kader Drame,Syracuse,DT,77,290,,5.29,17,30.5,108,,8.12
2006,Maurice Drew,UCLA,RB,66.8,207,,4.44,18,36,116,4.38,7.08
2006,Elvis Dumervil,Louisville,DE,71.38,257,,4.78,30,,,,
2006,Dusty Dvoracek,Oklahoma,DT,74.75,306,,5.07,31,34,110,4.35,7.62
2006,Ray Edwards,Purdue,DE,76.75,273,,4.82,30,39,114,4.57,7.71
2006,Keith Ellison,Oregon State,OLB,73.5,235,,4.83,24,32.5,115,4.16,7.22
2006,Greg Eslinger,Minnesota,C,75.13,292,,5.18,28,30,101,4.68,7.59
2006,Bruce Eugene,Grambling State (LA),QB,72.25,260,,5.13,,27.5,94,4.76,7.97
2006,Fred Evans,Texas State,DT,75.88,305,,5.12,18,35,109,4.65,7.7
2006,Jahri Evans,Bloomsburg,OT,76.5,316,,5.25,20,27,95,4.8,7.98
2006,Tyler Everett,Ohio State,SS,71.13,200,,,,,,,
2006,Anthony Fasano,Notre Dame,TE,76.13,259,,4.86,19,33.5,112,4.34,6.94
2006,Daniel Fells,UC-Davis,TE,75.38,259,,4.94,19,29.5,108,4.46,7.27
2006,DBrickashaw Ferguson,Virginia,OT,78,312,,5.08,,30,107,4.85,7.62
2006,Steve Fifita,Utah,DT,71.25,322,,,,,,,
2006,Cortland Finnegan,Samford (AL),CB,69.88,188,,4.34,14,44,128,4.34,6.95
2006,Gabriel Fulbright,New Mexico,CB,69.63,169,,4.53,12,32.5,115,4.39,7.21
2006,Omar Gaither,Tennessee,OLB,73,234,,4.8,23,37,116,4.28,7.31
2006,Quinton Ganther,Utah,RB,69.5,218,,4.56,29,35,119,,7.19
2006,Ryan Gilbert,Houston,RB,69.63,228,,,,,,,
2006,Travis Glasford,Western Illinois,RB,68.88,190,,,,,,,
2006,Chris Gocong,Cal Poly,DE,74.13,263,,4.7,28,38.5,123,4.08,7.06
2006,Kedric Golston,Georgia,DT,76,300,,4.94,31,33,111,4.45,7.6
2006,Charles Gordon,Kansas,CB,70.13,183,,4.64,12,35.5,115,4.2,6.95
2006,Bruce Gradkowski,Toledo,QB,73.38,217,,4.63,,34,107,4.16,7.12
2006,Marcus Green,Ohio State,DT,73.25,295,,5.19,33,31,108,4.86,7.62
2006,Skyler Green,Louisiana State,WR,69.13,192,,4.52,,34,118,4.2,6.84
2006,Chad Greenway,Iowa,OLB,74.5,242,,4.8,16,33.5,117,4.22,7
2006,Cedric Griffin,Texas,FS,72.13,199,,4.54,17,35.5,125,4.1,6.84
2006,Brandon Guillory,Louisiana-Monroe,DE,75.38,252,,4.54,19,37,123,4.27,7.16
2006,Darrell Hackney,Alabama-Birmingham,QB,71.63,239,40,4.86,,33,110,4.69,7.62
2006,Derek Hagan,Arizona State,WR,73.75,208,,4.45,15,36,124,4.07,
2006,Marques Hagans,Virginia,RB,69.38,202,,4.64,,35,114,4.38,7.03
2006,Andre Hall,South Florida,RB,68.5,208,,4.45,18,33,113,4.2,7.38
2006,Jason Hall,Tennessee,DE,74.25,253,,4.8,21,36,115,4.56,7.63
2006,Justin Hamilton,Virginia Tech,FS,75.13,218,,4.52,19,43,126,4.04,6.65
2006,Chris Hannon,Tennessee,WR,75.25,205,,4.5,,34.5,122,4.29,7.24
2006,Parys Haralson,Tennessee,DE,73.25,253,,4.84,24,32,115,4.26,7.37
2006,Chris Harrell,Penn State,SS,72.38,209,,4.74,15,40.5,119,4.12,7.02
2006,A.J. Harris,Northern Illinois,RB,72.63,231,,4.4,24,33,112,4.2,6.69
2006,Gilbert Harris,Arizona,FB,73.63,235,,4.8,20,36,117,4.38,7
2006,Jerome Harrison,Washington State,RB,69.25,201,,4.49,19,34.5,124,4.07,6.77
2006,Mike Hass,Oregon State,WR,72.63,208,,4.64,,32,116,4.14,6.97
2006,Jason Hatcher,Grambling State (LA),DE,77.88,284,,4.91,28,35.5,113,4.49,7.67
2006,Spencer Havner,UCLA,ILB,75.38,242,,4.71,,39,116,4.07,6.81
2006,A.J. Hawk,Ohio State,OLB,73,248,,4.64,24,40,115,3.96,6.82
2006,Brent Hawkins,Illinois State,DE,74.25,244,,,,,,,
2006,Chris Hawkins,Marshall (WV),CB,70.13,183,,4.53,16,37,116,4.18,6.78
2006,Taurean Henderson,Texas Tech,RB,69.5,204,,4.68,,32.5,112,4.4,7.01
2006,Matt Henshaw,Florida State,TE,76.38,248,,4.76,16,29,111,4.44,7.44
2006,Jarvis Herring,Florida,SS,71.13,207,,4.92,15,36.5,116,4.23,7.34
2006,Devin Hester,Miami (FL),WR,70.63,190,,4.46,16,38,124,,
2006,Tye Hill,Clemson,CB,69.63,185,,4.34,,41,129,4.01,6.63
2006,Ed Hinkel,Iowa,WR,72.25,190,,4.55,,34,116,4.1,6.97
2006,Domenik Hixon,Akron,WR,74.13,192,,4.39,,,,,
2006,Abdul Hodge,Iowa,ILB,72.38,236,,4.82,,31,108,4.3,7.09
2006,Justin Holland,Colorado State,QB,74.38,219,,4.99,,29,105,4.46,7.46
2006,Santonio Holmes,Ohio State,WR,70.63,188,,4.35,,38,126,4.26,6.82
2006,Reuben Houston,Georgia Tech,CB,71.88,192,,4.68,21,41.5,127,4.42,
2006,DeArrius Howard,Arkansas,RB,70.63,229,,4.5,20,36,119,4.2,6.98
2006,Thomas Howard,Texas-El Paso,OLB,75.25,239,,4.46,21,39,124,4.28,6.96
2006,Oliver Hoyte,North Carolina State,ILB,74.63,245,,4.98,19,32,112,4.3,7.47
2006,Marcus Hudson,North Carolina State,FS,73.13,194,,,11,,,,
2006,Michael Huff,Texas,SS,72,204,,4.37,21,40.5,125,,
2006,Cedric Humes,Virginia Tech,RB,72.88,227,,4.68,18,30.5,106,4.22,7.07
2006,Darrell Hunter,Miami (OH),CB,71.88,206,,4.47,8,36,123,4.11,
2006,Josh Huston,Ohio State,K,73.13,209,,,,,,,
2006,Onye Ibekwe,Long Beach State (CA),TE,77.38,256,,4.7,,37,,4.35,7.07
2006,Clint Ingram,Oklahoma,OLB,73.75,244,,4.65,22,41,114,4.1,7.12
2006,Ben Ishola,Indiana,DE,75.13,248,,4.5,30,34,121,4.12,7.3
2006,Chad Jackson,Florida,WR,72.88,213,15,4.35,,38.5,122,3.97,6.73
2006,D'Qwell Jackson,Maryland,ILB,72.5,230,,4.77,19,37,116,4.36,7.05
2006,Tarvaris Jackson,Alabama State,QB,74,226,19,4.7,22,31.5,107,4.38,7.4
2006,Tommy Jackson,Auburn,DT,72.38,304,,5.26,26,31,104,4.6,7.72
2006,Omar Jacobs,Bowling Green (OH),QB,75.88,232,38,4.86,,32.5,108,4.29,7.47
2006,Max Jean-Gilles,Georgia,OG,75.75,355,,5.54,27,24.5,95,5.08,8.56
2006,Julian Jenkins,Stanford,DE,75.63,277,,5.09,25,34.5,110,4.23,7.11
2006,Adam Jennings,Frenso State (CA),WR,69.13,181,,4.46,,37.5,118,4.12,6.88
2006,Greg Jennings,Western Michigan,WR,71.13,197,,4.47,,36.5,117,4.16,6.68
2006,Kelly Jennings,Miami (FL),CB,70.88,178,,4.44,,40,120,4,
2006,Tim Jennings,Georgia,CB,67.75,185,,4.38,17,37.5,117,,
2006,Brandon Johnson,Louisville,OLB,76.88,228,,4.52,11,37,118,4.34,7.17
2006,Johnny Jolly,Texas A&M,DT,75.25,317,,5.46,,,104,,
2006,Maurice Jones-Drew,UCLA,RB,66.75,207,,4.39,18,36,116,4.38,7.08
2006,Davin Joseph,Oklahoma,OG,74.63,311,,5.13,24,32,111,4.97,7.74
2006,Johnathan Joseph,South Carolina,CB,71,193,,4.37,15,37,123,4.23,6.92
2006,Winston Justice,Southern California,OT,78.13,319,,5.16,38,35,110,4.53,7.31
2006,Freddy Keiaho,San Diego State,ILB,71.25,224,,4.65,15,36,113,4.12,7.01
2006,Charlton Keith,Kansas,OLB,76.38,237,,4.83,12,30.5,109,4.36,7.03
2006,William Kershaw,Maryland,OLB,74.75,240,,4.67,21,37,111,4.17,6.95
2006,Jeff King,Virginia Tech,TE,77.13,245,,4.88,21,32.5,109,4.09,6.99
2006,David Kirtman,Southern California,FB,71.5,233,,4.77,26,29.5,106,4.31,7.18
2006,Mathias Kiwanuka,Boston College,DE,77.75,266,,4.74,17,32,120,4.13,7.27
2006,Joe Klopfenstein,Colorado,TE,77.75,255,,4.65,27,36,112,4.21,7.39
2006,Mike Kudla,Ohio State,DE,73.63,265,,4.77,45,37,114,4.45,7.21
2006,Chris Kuper,North Dakota,OG,76.38,301,,5.12,24,30,109,4.6,7.59
2006,Ryan LaCasse,Syracuse,DE,74.38,257,,4.62,34,34,113,4.3,7.25
2006,Dawan Landry,Georgia Tech,SS,72.88,220,,4.69,18,37.5,124,4.27,
2006,Manny Lawson,North Carolina State,OLB,77.38,241,,4.47,23,39.5,124,4.18,6.9
2006,Josh Lay,Pittsburgh,CB,72,197,,4.48,16,40.5,120,,
2006,Greg Lee,Pittsburgh,WR,73.63,201,,4.6,,35.5,114,4.09,6.8
2006,Matt Leinart,Southern California,QB,76.88,223,35,4.9,,37,113,,
2006,Jonathan Lewis,Virginia Tech,DT,73.13,309,,4.99,24,33.5,111,4.4,7.4
2006,Marcedes Lewis,UCLA,TE,78.38,261,,4.84,23,37,118,4.82,7.24
2006,Todd Londot,Miami (OH),C,77.25,305,,,,,,,
2006,David Lonie,California,P,77.38,209,,,,,,,
2006,Calvin Lowry,Penn State,SS,71,200,,4.58,15,36,120,4.2,7.16
2006,Travis Lulay,Montana State,QB,74.38,216,37,4.74,,35,111,4.07,6.93
2006,Wali Lundy,Virginia,RB,71,214,,4.52,18,35,111,4.36,6.99
2006,Taitusi Lutui,Southern California,OG,75.63,334,,5.44,26,28,97,4.76,8.04
2006,Jesse Mahelona,Tennessee,DT,72.5,311,,5.37,27,27,90,4.84,7.63
2006,Antonio Malone,Toledo,CB,71.75,200,,4.61,10,34,111,4.1,7.05
2006,Tom Malone,Southern California,P,71.63,212,,,,,,,
2006,Nick Mangold,Ohio State,C,75.63,300,,5.09,24,27.5,104,4.36,7.47
2006,Danieal Manning,Abilene Christian (TX),CB,70.75,202,,4.5,17,39,123,4.07,7.23
2006,Antwan Marsh,Pikeville,FS,73.75,216,,4.5,11,31,119,4.28,6.97
2006,Brandon Marshall,Central Florida,WR,76.5,229,,4.54,28,37,120,4.09,7.05
2006,Richard Marshall,Frenso State (CA),CB,71.13,189,,4.46,12,37,129,4.16,6.65
2006,Derrick Martin,Wyoming,CB,70,202,,4.54,17,40,127,3.95,6.72
2006,Ingle Martin,Furman (SC),QB,74.25,220,30,4.72,,36,111,4.17,7.13
2006,Jimmy Martin,Virginia Tech,OT,77,303,,5.26,25,31,101,,
2006,Tim Massaquoi,Michigan,TE,74.63,259,,4.85,32,29,110,4.34,6.92
2006,Wendell Mathis,Frenso State (CA),RB,71.38,210,,4.54,20,33,117,4.22,6.93
2006,Fred Matua,Southern California,OG,74.38,306,,5.04,28,24.5,93,4.76,7.87
2006,Marcus Maxey,Miami (FL),CB,73.5,198,,4.5,14,41.5,129,4.23,7.58
2006,Dee McCann,West Virginia,CB,71.25,197,,4.54,,40.5,122,4.38,7.35
2006,John McCargo,North Carolina State,DT,73.5,302,,5.19,25,30.5,110,4.48,7.79
2006,Stanley McClover,Auburn,DE,74.38,262,,4.72,19,39,114,4.5,7.87
2006,Tony McDaniel,Tennessee,DT,78.88,300,,,,,,,
2006,Tim McGarigle,Northwestern,ILB,72.63,242,,4.78,,38,118,4.07,7.09
2006,Roger McIntosh,Miami (FL),OLB,74.13,237,,4.65,18,41.5,119,,
2006,Reggie McNeal,Texas A&M,QB,74,198,,4.43,,32,121,4.25,6.96
2006,Marcus McNeill,Auburn,OT,79.63,336,,5.09,,31,98,5,8.19
2006,Gerrick McPhearson,Maryland,CB,70.13,196,,4.46,18,41.5,129,4.07,6.65
2006,Paul McQuistan,Weber State (UT),OT,78.13,312,,5.11,28,29.5,110,4.62,7.72
2006,Robin Meadow,Washington,OG,76.88,324,,5.41,29,24,99,4.73,7.94
2006,Vincent Meeks,Texas Tech,SS,70.63,210,,4.91,11,33,112,,
2006,Erik Meyer,Eastern Washington,QB,73,210,,4.7,,32.5,112,4.12,6.83
2006,Garrett Mills,Tulsa (OK),FB,73.13,241,,4.65,23,35.5,111,4.05,6.81
2006,Jeremy Mincey,Florida,DE,75.5,259,,4.78,27,33.5,116,4.25,6.99
2006,DeMario Minter,Georgia,CB,71.13,190,,4.54,10,38.5,131,4.1,6.87
2006,Anthony Mix,Auburn,WR,76.25,235,,4.5,,31.5,111,4.43,7.18
2006,Will Montgomery,Virginia Tech,C,75,312,,5.12,35,29.5,104,4.43,7.4
2006,DonTrell Moore,New Mexico,RB,69.75,210,,4.65,18,32,116,4.32,7.1
2006,Derek Morris,North Carolina State,OT,78,328,,,,,,,
2006,Tres Moses,Rutgers,WR,69.13,192,,,,,,,
2006,Sinorice Moss,Miami (FL),WR,68,185,,4.4,,,,,
2006,Martin Nance,Miami (OH),WR,76.25,213,,4.58,,33.5,112,4.08,6.91
2006,Terna Nande,Miami (OH),OLB,72.13,232,,4.55,41,39,124,4.11,6.97
2006,Javon Nanton,Miami (FL),DE,75.38,250,,4.88,22,28.5,108,4.4,7.34
2006,Khalid Naziruddin,Texas Tech,CB,69.13,185,,4.69,17,38.5,119,,
2006,Barrick Nealy,Texas State,QB,76,226,,4.65,,32.5,114,4.26,6.94
2006,Haloti Ngata,Oregon,DT,76.13,338,,5.18,37,31.5,110,4.65,7.95
2006,A.J. Nicholson,Florida State,OLB,72.75,252,,4.9,25,,116,4.43,7.37
2006,Rob Ninkovich,Purdue,DE,75.13,260,,4.93,23,34.5,116,4.18,6.96
2006,Jerious Norwood,Mississippi State,RB,71.63,210,,4.4,15,36.5,122,4.25,6.81
2006,Ryan O'Callaghan,California,OT,78.63,344,,5.4,21,25,92,,
2006,Ben Obomanu,Auburn,WR,73,205,,4.45,,38,116,4.21,7.18
2006,Quinn Ojinnaka,Syracuse,OT,76.63,309,,5.49,21,28.5,102,5.11,8.45
2006,Melvin Oliver,Louisiana State,DE,74.75,276,,,,,,,
2006,Thomas Olmsted,Troy (AL),P,75.75,214,,,,,,,
2006,Drew Olson,UCLA,QB,73.63,222,,5.12,,23,97,4.42,7.64
2006,Chijioke Onyenegecha,Oklahoma,CB,73.38,215,,4.58,16,34.5,118,4.34,7.23
2006,Jonathan Orr,Wisconsin,WR,74.13,198,,4.47,,35.5,119,4.16,7.31
2006,Babatunde Oshinowo,Stanford,DT,73.63,304,,5.32,33,32,105,4.54,7.87
2006,Chase Page,North Carolina,DT,76.5,290,,,,,,,
2006,Jarrad Page,UCLA,SS,72.38,239,,4.64,14,38,127,4.14,6.68
2006,Kai Parham,Virginia,ILB,75,256,,5.04,30,35,116,4.33,7.35
2006,Sam Paulescu,Oregon State,P,71.75,190,,,,,,,
2006,Domata Peko,Michigan State,DT,74.75,307,,5.28,25,28.5,103,4.49,7.69
2006,Donald Penn,Utah State,OT,76.25,317,,,21,,,,
2006,Terrance Pennington,New Mexico,OT,79.25,325,,5.39,28,28.5,102,4.67,8.05
2006,Charlie Peprah,Alabama,SS,70.88,206,,4.7,15,37.5,119,4.09,6.81
2006,Marvin Philip,California,C,73,307,,5.29,27,27,96,4.69,7.85
2006,Justin Phinisee,Oregon,SS,70.5,198,,,,,,,
2006,Paul Pinegar,Frenso State (CA),QB,76.88,232,,5.14,,29,110,4.49,7.36
2006,David Pittman,Northwestern State (LA),CB,71.25,182,,4.49,14,36,128,4.23,6.96
2006,Ryan Plackemeier,Wake Forest,P,75.38,253,,,,,,,
2006,Jason Pociask,Wisconsin,TE,75,266,,4.88,23,32.5,115,4.3,7.31
2006,Bernard Pollard,Purdue,SS,73.63,224,,4.6,,36.5,131,,
2006,Leonard Pope,Georgia,TE,79.75,258,,4.67,22,37.5,118,4.67,7.47
2006,Quinton Porter,Boston College,QB,76.63,233,,4.72,,33.5,116,4.1,6.76
2006,Donovan Raiola,Wisconsin,C,74.13,300,,5.57,20,25,90,4.97,8.17
2006,Troy Reddick,Auburn,OG,76.88,334,,5.65,21,28,89,4.82,7.92
2006,Nick Reid,Kansas,ILB,74.5,230,,4.72,23,40,114,4.42,7.28
2006,Willie Reid,Florida State,WR,70.5,188,,4.41,,37.5,117,4.26,7.06
2006,Gerald Riggs,Michigan State,RB,70.88,232,,4.62,17,36.5,115,4.25,7.15
2006,Freddie Roach,Alabama,ILB,73.88,257,,4.96,18,34,111,4.42,7.49
2006,Dale Robinson,Arizona State,ILB,72.38,231,,4.84,18,33,108,4.3,7.29
2006,Cory Rodgers,Texas Christian,WR,71.88,188,,4.66,,33.5,110,4.19,7.37
2006,Dennis Roland,Georgia,OT,81.63,328,,5.3,19,,,,
2006,Cory Ross,Nebraska,RB,66.25,201,,4.59,15,,,,
2006,Derrick Ross,Tarleton State,RB,70.5,226,,4.53,20,35,112,4.35,7
2006,Derrick Ross,Tarleton State (TX),RB,70.5,226,,4.61,20,35,112,4.35,7
2006,Pat Ross,Boston College,C,75.5,301,,5.01,23,,,,
2006,Richie Ross,Nebraska-Kearney,WR,75.88,209,,4.64,,37,120,4.29,6.95
2006,Frostee Rucker,Southern California,DE,75.25,267,,4.94,19,29.5,110,,
2006,T.J. Rushing,Stanford,CB,70.38,180,,4.41,20,40,120,4.34,7.12
2006,DeMeco Ryans,Alabama,OLB,73.25,236,,4.67,23,39,129,4.17,7.19
2006,Nate Salley,Ohio State,FS,73.75,216,,4.64,14,40,123,4.15,6.79
2006,Tony Scheffler,Western Michigan,TE,77.38,254,,4.57,17,33.5,115,4.01,6.81
2006,Anthony Schlegel,Ohio State,ILB,72.5,250,,4.86,21,32,111,4.38,7.41
2006,Jon Scifres,Missouri State,K,72.63,224,,,,,,,
